VIN,accident,body_style,damage,drive_type,engine,ext_color,fuel,int_color,location,mileage,one_owner,personal,price,service,transmission,name,make,model,trim,special
3N1CN7AP1HL863426,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 1.6 L,Black,Gasoline,Black,"Hasbrouck Heights, NJ ","8,316",CARFAX 1-Owner vehicle,Personal vehicle,"9,979.00",Service history records,Manual,2017,Nissan,Versa S,,
5XXGM4A7XFG493716,Accident reported,Sedan,CARFAX 1-Owner vehicle,FWD,4 Cyl 2.4 L,Black,Gasoline,Tan,"Butler, NJ ","40,703",Service history records,Last owned in New Jersey,"11,061.00",Personal lease vehicle,Automatic,2015,Kia,Optima LX,,
1FADP3K2XEL313498,No accidents reported to CARFAX,Hatchback,No other damage reported to CARFAX,FWD,4 Cyl 2.0 L,White,Gasoline,Black,"Saint James, NY ","52,329",Previous owners,Service history records,"9,388.00",At least 1 open recall,Automatic,2014,Ford,Focus SE,,
JM3TB3DV0B0328124,No accidents reported to CARFAX,SUV,No other damage reported to CARFAX,AWD,6 Cyl 3.7 L,Gray,Gasoline,Black,"Paterson, NJ ","64,134",Previous owners,Service history records,"13,789.00",At least 1 open recall,Automatic,2011,Mazda,CX-9 Grand,Touring,
3N1AB7AP2HY204757,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 1.8 L,Black,Gasoline,Unspecified,"Paramus, NJ ","6,970",CARFAX 1-Owner vehicle,Service history records,"13,800.00",Nissan Certified Pre-Owned,Automatic,2017,Nissan,Sentra S,,
19XFB2F81DE215638,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 1.8 L,Gray,Gasoline,Gray,"Staten Island, NY ","24,125",Previous owners,"Types of owners: Personal lease, Personal","12,985.00",Service history records,Automatic,2013,Honda,Civic EX,,
1N4AL2AP2CC180559,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 2.5 L,Blue,Gasoline,Black,"East Brunswick, NJ ","61,000",Previous owners,"Types of owners: Personal lease, Lease, Personal","9,995.00",Service history record,Automatic,2012,Nissan,Altima ,,
W04GY5GV8B1064400,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 2.0 L,Gray,Flexible-Fuel,Black,"Teterboro, NJ ","111,073",Previous owners,Service history records,"6,995.00",At least 1 open recall,Automatic,2011,Buick,Regal CXL,Turbo,
1C4NJDBB3CD564148,No accidents reported to CARFAX,SUV,No other damage reported to CARFAX,4WD,4 Cyl 2.4 L,Gray,Gasoline,Gray,"Morristown, NJ ","94,374",Previous owners,Personal vehicle,"8,995.00",Service history records,Unspecified,2012,Jeep,Compass Sport,,
1C3CCBCG4EN198105,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,6 Cyl 3.6 L,White,Gasoline,Black,"Queens Village, NY ","23,013",CARFAX 1-Owner vehicle,Personal vehicle,"10,844.00",Service history records,Automatic,2014,Chrysler,200 Limited,,
SALFR2BN6CH285273,Accident reported,SUV,Previous owners,AWD,6 Cyl 3.2 L,Gray,Gasoline,Black,"South River, NJ ","56,831",Service history records,Last owned in Massachusetts,"14,975.00",Personal vehicle,Automatic,2012,Land,Rover,LR2 HSE,
2T3BF4DV9BW121256,Accident reported,SUV,Previous owners,4WD,4 Cyl 2.5 L,Blue,Gasoline,Gray,"East Brunswick, NJ ","102,000",Service history records,Last owned in New Jersey,"9,995.00",Personal vehicle,Automatic,2011,Toyota,RAV4 ,,
1G6DG5EG8A0119998,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,AWD,6 Cyl 3.0 L,Blue,Gasoline,Gray,"Newton, NJ ","132,179",Previous owners,"Types of owners: Corporate, Personal","7,995.00",Service history records,Automatic,2010,Cadillac,CTS Luxury,,
1C3BC2FB8BN595498,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 2.4 L,Black,Gasoline,Unspecified,"Bronx, NY ","43,841",CARFAX 1-Owner vehicle,Personal vehicle,"8,995.00",Service history records,Automatic,2011,Chrysler,200 Limited,,
1C4PJMAK6CW178483,No accidents reported to CARFAX,SUV,No other damage reported to CARFAX,4WD,6 Cyl 3.7 L,White,Gasoline,Black,"Bronx, NY ","118,838",CARFAX 1-Owner vehicle,Service history records,"7,995.00",At least 1 open recall,Automatic,2012,Jeep,Liberty Sport,,
SALME15438A289328,No accidents reported to CARFAX,SUV,No other damage reported to CARFAX,4WD,8 Cyl 4.4 L,Blue,Gasoline,Unspecified,"Elmont, NY ","96,624",CARFAX 1-Owner vehicle,Personal vehicle,"13,495.00",Service history records,Automatic,2008,Land,Rover,Range,Rover HSE
WAUFFAFL8DN040218,Accident reported,Sedan,Previous owners,AWD,4 Cyl 2.0 L,Blue,Gasoline,Brown,"Bronx, NY ","86,240",At least 1 open recall,"Types of owners: Personal lease, Personal","14,490.00",Service history records,Automatic,2013,Audi,A4 Premium,Plus,
3N1AB7AP3EL692948,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 1.8 L,Unspecified,Gasoline,Unspecified,"Denville, NJ ","13,768",CARFAX 1-Owner vehicle,Personal lease vehicle,"11,995.00",Regular oil changes,Automatic,2014,Nissan,Sentra S,FE,Plus
KL8CB6S97FC728369,Accident reported,Hatchback,CARFAX 1-Owner vehicle,FWD,4 Cyl 1.2 L,Blue,Gasoline,Unspecified,"Avenel, NJ ","54,115",Service history records,Last owned in New Jersey,"7,995.00",Personal vehicle,Automatic,2015,Chevrolet,Spark LS,,
WBA3C3C51EP660542,Accident reported,Sedan,CARFAX 1-Owner vehicle,AWD,4 Cyl 2.0 L,Gray,Gasoline,Black,"East Rutherford, NJ ","42,785",Regular oil changes,Last owned in New Jersey,"14,934.00",Personal vehicle,Automatic,2014,BMW,3,Series 320i,xDrive
5TDBK3EH7AS016200,No accidents reported to CARFAX,SUV,No other damage reported to CARFAX,4WD,6 Cyl 3.5 L,Black,Gasoline,Tan,"Old Bridge, NJ ","140,784",CARFAX 1-Owner vehicle,Personal vehicle,"11,499.00",Service history records,Automatic,2010,Toyota,Highlander Base,,
2T1BU4EE6DC015154,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 1.8 L,Red,Gasoline,Unspecified,"Eatontown, NJ ","114,440",CARFAX 1-Owner vehicle,Personal vehicle,"8,995.00",Service history record,Manual,2013,Toyota,Corolla L,,
JN8AS5MVXCW404527,No accidents reported to CARFAX,SUV,No other damage reported to CARFAX,AWD,4 Cyl 2.5 L,White,Gasoline,Gray,"Great Neck, NY ","43,865",CARFAX 1-Owner vehicle,Personal vehicle,"11,999.00",Service history records,Automatic,2012,Nissan,Rogue SV,,
5KBCP3F89AB008853,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,6 Cyl 3.5 L,Blue,Gasoline,Unspecified,"Madison, NJ ","123,927",CARFAX 1-Owner vehicle,Service history records,"10,000.00",At least 1 open recall,Automatic,2010,Honda,Accord EXL,,
JTEHD20V740020021,No accidents reported to CARFAX,SUV,No other damage reported to CARFAX,4WD,4 Cyl 2.4 L,Silver,Gasoline,Tan,"Rye, NY ","46,606",CARFAX 1-Owner vehicle,Personal vehicle,"9,591.00",Service history records,Automatic,2004,Toyota,RAV4 Base,,
KMHCT5AE6FU226231,No accidents reported to CARFAX,Hatchback,No other damage reported to CARFAX,FWD,4 Cyl 1.6 L,Red,Gasoline,Unspecified,"Danbury, CT ","14,076",CARFAX 1-Owner vehicle,Personal vehicle,"10,991.00",Service history record,Automatic,2015,Hyundai,Accent GS,,
1FMCU9EG8BKA37022,No accidents reported to CARFAX,SUV,No other damage reported to CARFAX,4WD,6 Cyl 3.0 L,Blue,Flexible-Fuel,Tan,"Medford, NY ","114,959",CARFAX 1-Owner vehicle,Service history records,"8,995.00",At least 1 open recall,Automatic,2011,Ford,Escape Limited,,
19XFB2F58FE228895,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 1.8 L,Black,Gasoline,Gray,"West Babylon, NY ","15,059",CARFAX 1-Owner vehicle,Personal lease vehicle,"13,507.00",Service history records,Automatic,2015,Honda,Civic LX,,
JM3ER2WM1A0344060,Accident reported,SUV,Previous owners,FWD,4 Cyl 2.5 L,Burgundy,Gasoline,Tan,"Plainfield, NJ ","122,264",Service history records,Last owned in New York,"5,999.00","Types of owners: Personal lease, Personal",Automatic,2010,Mazda,CX-7 i,Sport,
3MZBM1V78FM138249,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 2.0 L,Red,Gasoline,Black,"Nyack, NY ","29,615",CARFAX 1-Owner vehicle,Personal lease vehicle,"14,308.00",Service history records,Unspecified,2015,Mazda,Mazda3 i,Touring,
1N4BA41E15C838153,Accident reported,Sedan,Previous owners,FWD,6 Cyl 3.5 L,Gray,Gasoline,White,"Hasbrouck Heights, NJ ","101,881",Service history records,Last owned in New Jersey,"4,598.00","Types of owners: Personal lease, Personal",Automatic,2005,Nissan,Maxima SE,,
1N4AA5AP3BC813608,No accidents reported to CARFAX,Sedan,Other damage reported,FWD,6 Cyl 3.5 L,Gray,Gasoline,Tan,"Jamaica, NY ","67,830",Previous owners,Personal lease vehicle,"9,995.00",Service history records,Automatic,2011,Nissan,Maxima SV,,
3N1AB7AP6FY261623,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 1.8 L,Black,Gasoline,Black,"Syosset, NY ","25,835",CARFAX 1-Owner vehicle,Service history records,"12,990.00",Nissan Certified Pre-Owned,Automatic,2015,Nissan,Sentra SR,,
3VW2K7AJ9FM210750,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 2.0 L,Black,Gasoline,Black,"Bridgewater, NJ ","34,548",CARFAX 1-Owner vehicle,Service history records,"11,995.00",VW WorldAuto Certified Pre-Owned,Automatic,2015,Volkswagen,Jetta S,,
2HGFG3B52FH502904,No accidents reported to CARFAX,Coupe,No other damage reported to CARFAX,FWD,4 Cyl 1.8 L,White,Gasoline,Gray,"Cortlandt Manor, NY ","31,036",CARFAX 1-Owner vehicle,Personal lease vehicle,"14,558.00",Service history records,Automatic,2015,Honda,Civic LX,,
1FMEU74898UA24140,No accidents reported to CARFAX,SUV,No other damage reported to CARFAX,4WD,8 Cyl 4.6 L,White,Gasoline,Unspecified,"Jersey City, NJ ","100,395",Previous owners,"Types of owners: Corporate, Personal","8,490.00",Service history records,Automatic,2008,Ford,Explorer Eddie,Bauer,
5UXFE43567L039368,No accidents reported to CARFAX,SUV,No other damage reported to CARFAX,AWD,6 Cyl 3.0 L,Gray,Gasoline,Black,"Woodside, NY ","150,741",Previous owners,Service history records,"7,995.00",At least 1 open recall,Automatic,2007,BMW,X5 3.0si,,
JM1NC26F080156524,No accidents reported to CARFAX,Convertible,No other damage reported to CARFAX,RWD,4 Cyl 2.0 L,Burgundy,Gasoline,Unspecified,"Edison, NJ ","33,109",CARFAX 1-Owner vehicle,Personal vehicle,"13,752.00",Service history records,Manual,2008,Mazda,Miata Grand,Touring,
1N4AL2AP9CN423045,Accident reported,Sedan,Previous owners,FWD,4 Cyl 2.5 L,White,Gasoline,Black,"North Middletown, NJ ","70,408",Service history records,Last owned in New Jersey,"8,995.00","Types of owners: Personal lease, Personal",Automatic,2012,Nissan,Altima ,,
5FNYF48879B009571,No accidents reported to CARFAX,SUV,No other damage reported to CARFAX,4WD,6 Cyl 3.5 L,Gray,Gasoline,Tan,"Bohemia, NY ","123,531",CARFAX 1-Owner vehicle,Personal vehicle,"12,991.00",Service history records,Automatic,2009,Honda,Pilot Touring,,
JM3ER2AMXB0367216,No accidents reported to CARFAX,SUV,No other damage reported to CARFAX,FWD,4 Cyl 2.5 L,Black,Gasoline,Unspecified,"White Plains, NY ","75,001",CARFAX 1-Owner vehicle,Personal vehicle,"8,500.00",Service history record,Automatic,2011,Mazda,CX-7 i,SV,
1N4AL2AP4BN405227,Accident reported,Sedan,Previous owners,FWD,4 Cyl 2.5 L,Silver,Gasoline,Gray,"North Middletown, NJ ","62,273",Service history records,Last owned in New York,"8,995.00","Types of owners: Personal lease, Personal",Automatic,2011,Nissan,Altima ,,
JTJHK31U182043114,No accidents reported to CARFAX,SUV,No other damage reported to CARFAX,AWD,6 Cyl 3.5 L,Bronze,Gasoline,Unspecified,"Elmsford, NY ","83,797",CARFAX 1-Owner vehicle,Personal vehicle,"13,684.00",Service history records,Automatic,2008,Lexus,RX 350,Base,
1J8FF48W17D418264,No accidents reported to CARFAX,SUV,No other damage reported to CARFAX,4WD,4 Cyl 2.4 L,Blue,Gasoline,Unspecified,"Hasbrouck Heights, NJ ","134,797",CARFAX 1-Owner vehicle,Personal vehicle,"3,999.00",Service history records,Unspecified,2007,Jeep,Patriot Limited,Edition,
1GNLREED0AJ234265,No accidents reported to CARFAX,SUV,No other damage reported to CARFAX,FWD,6 Cyl 3.6 L,Unspecified,Gasoline,Unspecified,"Medford, NY ","91,425",CARFAX 1-Owner vehicle,Personal vehicle,"9,995.00",Service history records,Automatic,2010,Chevrolet,Traverse LS,,
2T1BR32E53C024717,Accident reported,Sedan,Previous owners,FWD,4 Cyl 1.8 L,Silver,Gasoline,Unspecified,"North Plainfield, NJ ","94,128",Service history record,Last owned in New Jersey,"3,988.00",Personal vehicle,Automatic,2003,Toyota,Corolla S,,
1ZVBP8AM8B5134794,No accidents reported to CARFAX,Coupe,No other damage reported to CARFAX,RWD,6 Cyl 3.7 L,Black,Gasoline,Black,"West Babylon, NY ","66,988",CARFAX 1-Owner vehicle,Service history records,"12,488.00",At least 1 open recall,Automatic,2011,Ford,Mustang ,Premium,
19XFC2E58GE050311,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 2.0 L,Black,Gasoline,Black,"Bay Shore, NY ","33,978",CARFAX 1-Owner vehicle,Personal lease vehicle,"13,495.00",Service history records,Manual,2016,Honda,Civic LX,,
JH4CU26649C023462,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 2.4 L,Gray,Gasoline,Unspecified,"Verona, NJ ","110,982",Previous owners,"Types of owners: Commercial, Personal","8,889.00",Service history records,Automatic,2009,Acura,TSX Technology,,
1HGCS1B39CA009249,No accidents reported to CARFAX,Coupe,No other damage reported to CARFAX,FWD,4 Cyl 2.4 L,Black,Gasoline,Black,"Bayside, NY ","22,180",CARFAX 1-Owner vehicle,Personal vehicle,"12,995.00",Service history records,Automatic,2012,Honda,Accord LXS,,
5XYZT3LB8HG432791,Accident reported,SUV,Other damage reported,FWD,4 Cyl 2.4 L,White,Gasoline,Unspecified,"Jersey City, NJ ","43,475",CARFAX 1-Owner vehicle,Rental vehicle,"14,888.00",Service history records,Automatic,2017,Hyundai,Santa,Fe Sport,
JF2SHABC5CH409780,No accidents reported to CARFAX,SUV,No other damage reported to CARFAX,AWD,4 Cyl 2.5 L,Red,Gasoline,Gray,"Middletown, NY ","87,346",CARFAX 1-Owner vehicle,Personal vehicle,"12,990.00",Service history records,Automatic,2012,Subaru,Forester 2.5X,,
3N1CN7AP3CL819503,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 1.6 L,Silver,Gasoline,Black,"North Middletown, NJ ","106,309",CARFAX 1-Owner vehicle,Personal vehicle,"6,495.00",Service history records,Automatic,2012,Nissan,Versa S,,
3FA6P0G74GR242718,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 2.5 L,Unspecified,Gasoline,Gray,"Saint James, NY ","14,634",CARFAX 1-Owner vehicle,Service history records,"13,852.00",At least 1 open recall,Automatic,2016,Ford,Fusion S,,
JTDKB20U067514030,No accidents reported to CARFAX,Hatchback,No other damage reported to CARFAX,FWD,4 Cyl 1.5 L,Silver,Hybrid,Gray,"West Nyack, NY ","97,429",CARFAX 1-Owner vehicle,Personal vehicle,"6,795.00",Service history records,Automatic,2006,Toyota,Prius ,,
5J6RE4H32BL124328,No accidents reported to CARFAX,SUV,No other damage reported to CARFAX,4WD,4 Cyl 2.4 L,Blue,Gasoline,Gray,"Edison, NJ ","25,990",CARFAX 1-Owner vehicle,Personal vehicle,"12,900.00",Service history records,Automatic,2011,Honda,CR-V LX,,
1FADP3F22EL102080,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 2.0 L,Red,Gasoline,Black,"New Hampton, NY ","49,149",CARFAX 1-Owner vehicle,Personal vehicle,"10,589.00",Regular oil changes,Automatic,2014,Ford,Focus SE,,
ZACCJADT4GPC62323,No accidents reported to CARFAX,SUV,No other damage reported to CARFAX,FWD,4 Cyl 2.4 L,Red,Gasoline,Black,"Jersey City, NJ ","46,345",Previous owners,"Types of owners: Rental, Lease","15,000.00",Service history record,Automatic,2016,Jeep,Renegade Limited,,
KM8JTCAF3FU971605,No accidents reported to CARFAX,SUV,No other damage reported to CARFAX,AWD,4 Cyl 2.0 L,Unspecified,Gasoline,Unspecified,"Danbury, CT ","95,387",CARFAX 1-Owner vehicle,Personal vehicle,"13,491.00",Service history records,Automatic,2015,Hyundai,Tucson GLS,,
JNRAS08W98X201339,Accident reported,SUV,Previous owners,AWD,6 Cyl 3.5 L,Unspecified,Gasoline,Unspecified,"Inwood, NY ","113,165",At least 1 open recall,"Types of owners: Personal lease, Personal","8,999.00",Service history records,Automatic,2008,Infiniti,FX35 ,,
3C4PDDDG1CT354490,Accident reported,SUV,Other damage reported,AWD,6 Cyl 3.6 L,Blue,Flexible-Fuel,Unspecified,"Bronx, NY ","60,645",Previous owners,"Types of owners: Personal lease, Personal","12,000.00",Service history records,Automatic,2012,Dodge,Journey Crew,,
1HGCP268X8A048016,Accident reported,Sedan,Previous owners,FWD,4 Cyl 2.4 L,Unspecified,Gasoline,Unspecified,"Inwood, NY ","104,950",At least 1 open recall,"Types of owners: Personal lease, Personal","6,998.00",Service history records,Automatic,2008,Honda,Accord EXL,,
4T1BD1FK6DU068843,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 2.5 L,Beige,Hybrid,Tan,"Elizabethport, NJ ","154,686",CARFAX 1-Owner vehicle,Personal vehicle,"8,995.00",Service history records,Automatic,2013,Toyota,Camry LE,,
19XFB2F58FE091330,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 1.8 L,Gray,Gasoline,Gray,"Yonkers, NY ","38,478",CARFAX 1-Owner vehicle,Personal lease vehicle,"13,001.00",Service history record,Automatic,2015,Honda,Civic LX,,
1FA6P0H72F5119743,Structural damage reported,Sedan,Previous owners,FWD,4 Cyl 2.5 L,Gray,Gasoline,Black,"New Windsor, NY ","64,032",At least 1 open recall,"Types of owners: Personal lease, Personal","11,495.00",Service history records,Automatic,2015,Ford,Fusion SE,,
2T1BURHE3FC402045,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 1.8 L,Red,Gasoline,Gray,"Yonkers, NY ","37,136",CARFAX 1-Owner vehicle,Personal lease vehicle,"13,747.00",Service history records,Automatic,2015,Toyota,Corolla LE,,
JTDKB20U187789960,No accidents reported to CARFAX,Hatchback,No other damage reported to CARFAX,FWD,4 Cyl 1.5 L,Blue,Hybrid,Gray,"Brooklyn, NY ","67,041",Service history record,Last reported odometer reading,"7,499.00",Detailed records available,Automatic,2008,Toyota,Prius Base,,
SALME15476A225080,No accidents reported to CARFAX,SUV,No other damage reported to CARFAX,4WD,8 Cyl 4.4 L,White,Gasoline,Tan,"Long Island City, NY ","94,782",Previous owners,"Types of owners: Personal lease, Lease, Personal","9,995.00",Service history records,Automatic,2006,Land,Rover,Range,Rover HSE
WBAKF5C54CE656802,No accidents reported to CARFAX,Coupe,Other damage reported,AWD,6 Cyl 3.0 L,Gray,Gasoline,Tan,"Jersey City, NJ ","63,454",Previous owners,Personal vehicle,"13,928.00",Service history records,Automatic,2012,BMW,3,Series 328i,xDrive
3N1CE2CP7FL439701,No accidents reported to CARFAX,Hatchback,No other damage reported to CARFAX,FWD,4 Cyl 1.6 L,Black,Gasoline,Black,"Bloomfield, NJ ","34,469",CARFAX 1-Owner vehicle,Personal lease vehicle,"11,885.00",Service history records,Automatic,2015,Nissan,Versa,Note SL,
WBAVC93567KZ72223,Accident reported,Sedan,Previous owners,AWD,6 Cyl 3.0 L,Black,Gasoline,Tan,"Hasbrouck Heights, NJ ","115,500",At least 1 open recall,"Types of owners: Personal lease, Personal","5,999.00",Service history records,Manual,2007,BMW,3,Series 328xi,
1C3CCBAB8CN114050,No accidents reported to CARFAX,Sedan,No other damage reported to CARFAX,FWD,4 Cyl 2.4 L,Black,Gasoline,Black,"West Milford, NJ ","96,278",Previous owners,"Types of owners: Rental, Personal","7,799.00",Service history records,Automatic,2012,Chrysler,200 LX,,
